topic,name,site,publication,description,title,doi,type,app_discoverer,app_verifier,app_verified,annotation,discoverer,verifier,verified,screenshot,essential_variable
Fires,LBA-ECO LC-39 MODIS Active Fire and Frequency Data for South America -  2000-2007,https://webmap.ornl.gov/ogc/dataset.jsp?ds_id=1186,https://daac.ornl.gov/LBA/guides/LC39_MODIS_Fire_SA.html,"The analysis considered a high-confidence subset of all MODIS fire detections to reduce the influence of false fire detections over small forest clearings in Amazonia (Schroeder et al., 2008).",LBA-ECO LC-39 MODIS Active Fire and Frequency Data for South America: 2000-2007,https://doi.org/10.3334/ORNLDAAC/1186,Software,4000-0002-2849-1111,9020-0003-9403-1032,TRUE,check this again,4000-0002-2849-1111,9020-0003-9403-1032,TRUE,topic/Fires.jpg,"Lakes, Groundwater"
Agriculture,Soil Moisture Data Shows What a Flash Drought Looks Like,https://disc.gsfc.nasa.gov/information/data-in-action?title=Soil%20Moisture%20Data%20Shows%20What%20a%20%E2%80%9CFlash%20Drought%E2%80%9D%20Looks%20Like%20,None,NLDAS data in Giovanni depict decreasing soil moisture in the Mid-Atlantic States during autumn 2019,NLDAS VIC Land Surface Model L4 Monthly 0.125 x 0.125 degree V002 (NLDAS_VIC0125_M),https://dx.doi.org/10.5067/ZO0X4QAX5WTD,Software,4000-0002-2849-1111,9020-0003-9403-1032,TRUE,,4000-0002-2849-1111,9020-0003-9403-1032,TRUE,topic/Agriculture.jpg,"Lakes, Groundwater"
Air Quality,Satellite Observed Tropospheric NO2 Concentration Decreased over East Asia in early 2020,https://disc.gsfc.nasa.gov/information/data-in-action?title=Satellite%20Observed%20Tropospheric%20NO2%20Concentration%20Decreased%20over%20East%20Asia%20in%20early%202020,None,Pollution in Eastern Asia reduced as governments and citizens respond to the coronavirus pandemic,OMI/Aura NO2 Cloud-Screened Total and Tropospheric Column L3 Global Gridded 0.25 degree x 0.25 degree V3 (OMNO2d),https://dx.doi.org/10.5067/Aura/OMI/DATA3007,Software,9020-0003-9403-1032,,,,9020-0003-9403-1032,4000-0002-2849-1111,TRUE,topic/Air Quality.jpg,"Lakes, Groundwater"
Storms,Cyclone Harold Tracks Through Idyllic Islands of the South Pacific,https://disc.gsfc.nasa.gov/information/data-in-action?title=Cyclone%20Harold%20Tracks%20Through%20Idyllic%20Islands%20of%20the%20South%20Pacific,None,"While much of the world‚ attention was focused on other pressing concerns, Severe Tropical Cyclone Harold was tracking through and near to some of the South Pacific‚ well-known vacation destinations, including the island groups of Vanuatu, Fiji, and Tonga.",GPM IMERG Early Precipitation L3 Half Hourly 0.1 degree x 0.1 degree V06 (GPM_3IMERGHHE),https://dx.doi.org/10.5067/GPM/IMERG/3B-HH-E/06,Software,9020-0003-9403-1032,,,,4000-0002-2849-1111,111-0002-2849-1111,TRUE,topic/Storms.jpg,"Lakes, Groundwater"
Precipitation,"Comparison of IMERG Early and Late Run Precipitation Data Products for Derecho Event of May 3, 2020","https://disc.gsfc.nasa.gov/information/data-in-action?title=Comparison%20of%20IMERG%20Early%20and%20Late%20Run%20Precipitation%20Data%20Products%20for%20Derecho%20Event%20of%20May%203,%202020",None,"Shown here are two animations of the derecho, beginning prior to its formation in eastern Kansas and ending after the wake low passed through Nashville.",GPM IMERG Early Precipitation L3 Half Hourly 0.1 degree x 0.1 degree V06 (GPM_3IMERGHHE),https:/dx.doi.org/10.5067/GPM/IMERG/3B-HH-E/06,Software,9020-0003-9403-1032,,,this is a good annotation,9020-0003-9403-1032,4000-0002-2849-1111,TRUE,topic/Precipitation.jpg,"Lakes, Groundwater"
Precipitation,"Precipitation Track of the Midwestern Derecho, August 10, 2020","https://disc.gsfc.nasa.gov/information/data-in-action?title=Precipitation%20Track%20of%20the%20Midwestern%20Derecho,%20August%2010,%202020",https://dx.doi.org/10.5067/GPM/IMERG/3B-HH-L/06,"Both this track‚ averaged over the period from 00:00 UTC on August 10 to 00:00 UTC on August 12 ‚along with half-hourly plots of the IMERG rainfall rate extracted from a Giovanni animation (Figure 2), indicate that the storms appear to have delivered somewhat more rain to parts of Illinois and Indiana",GPM IMERG Late Precipitation L3 Half Hourly 0.1 degree x 0.1 degree V06 (GPM_3IMERGHHL),https://dx.doi.org/10.5067/GPM/IMERG/3B-HH-L/06waterMiscellaneous,Software,111-0002-2849-1111,,,this is a good annotation,111-0002-2849-1111,9020-0003-9403-1032,TRUE,topic/Precipitation.jpg,"Lakes, Groundwater"
Agriculture,CROP Conditions Plot,https://cropmonitor.org/index.php/eodatatools/cmet/,https://cropmonitor.org/index.php/eodatatools/crop-conditions-plots/,"The Crop Condition Plots bring together a variety of Earth Observation (EO) data products on the sub-national scale, each of which provides valuable insights on in-season crop development and current crop conditions.",Evaporative Stress Index,http://catalogue.servirglobal.net/Product?product_id=198,Software,111-0002-2849-1111,,,this is a good annotation,111-0002-2849-1111,9020-0003-9403-1032,TRUE,topic/Agriculture.jpg,"Lakes, Groundwater"
Agriculture,CROP Conditions Plot,https://cropmonitor.org/index.php/eodatatools/cmet/,https://cropmonitor.org/index.php/eodatatools/crop-conditions-plots/,"The Crop Condition Plots bring together a variety of Earth Observation (EO) data products on the sub-national scale, each of which provides valuable insights on in-season crop development and current crop conditions.","NASA-USDA Global soil moisture, utilizing SMOS data",https://gimms.gsfc.nasa.gov/SMOS/jbolten/FAS/,Software,111-0002-2849-1111,,,this is a good annotation,4000-0002-2849-1111,9020-0003-9403-1032,TRUE,topic/Agriculture.jpg,"Lakes, Groundwater"
Fires,Global Forest Watch Map,https://www.globalforestwatch.org/map/?map=eyJkYXRhc2V0cyI6W3sib3BhY2l0eSI6MC43LCJ2aXNpYmlsaXR5Ijp0cnVlLCJkYXRhc2V0IjoicHJpbWFyeS1mb3Jlc3RzIiwibGF5ZXJzIjpbInByaW1hcnktZm9yZXN0cy0yMDAxIl19LHsiZGF0YXNldCI6InBvbGl0aWNhbC1ib3VuZGFyaWVzIiwibGF5ZXJzIjpbImRpc3B1dGVkLXBvbGl0aWNhbC1ib3VuZGFyaWVzIiwicG9saXRpY2FsLWJvdW5kYXJpZXMiXSwiYm91bmRhcnkiOnRydWUsIm9wYWNpdHkiOjEsInZpc2liaWxpdHkiOnRydWV9LHsiZGF0YXNldCI6InRyZWUtY292ZXItbG9zcyIsImxheWVycyI6WyJ0cmVlLWNvdmVyLWxvc3MiXSwib3BhY2l0eSI6MSwidmlzaWJpbGl0eSI6dHJ1ZSwicGFyYW1zIjp7InRocmVzaCI6MzAsInZpc2liaWxpdHkiOnRydWV9fV19,https://earthdata.nasa.gov/learn/articles/feature-articles/wildfire-articles/wildfires-cant-hide-from-earth-observing-satellites,"Global Forest Watch (GFW) is an online platform that provides data and tools for monitoring forests. By harnessing cutting-edge technology, GFW allows anyone to access near real-time information about where and how forests are changing around the world.",VNP14IMGTDL_NRT,https://dx.doi.org/10.5067/FIRMS/VIIRS/VNP14IMGT_NRT.002,Research,111-0002-2849-1111,,,this is a good annotation,111-0002-2849-1111,,,topic/Fires.jpg,Groundwater
Fires,Global Forest Watch Dashboard,https://www.globalforestwatch.org/dashboards/global/?category=summary&location=WyJnbG9iYWwiXQ%3D%3D&map=eyJkYXRhc2V0cyI6W3sib3BhY2l0eSI6MC43LCJ2aXNpYmlsaXR5Ijp0cnVlLCJkYXRhc2V0IjoicHJpbWFyeS1mb3Jlc3RzIiwibGF5ZXJzIjpbInByaW1hcnktZm9yZXN0cy0yMDAxIl19LHsiZGF0YXNldCI6InBvbGl0aWNhbC1ib3VuZGFyaWVzIiwibGF5ZXJzIjpbImRpc3B1dGVkLXBvbGl0aWNhbC1ib3VuZGFyaWVzIiwicG9saXRpY2FsLWJvdW5kYXJpZXMiXSwiYm91bmRhcnkiOnRydWUsIm9wYWNpdHkiOjEsInZpc2liaWxpdHkiOnRydWV9LHsiZGF0YXNldCI6InRyZWUtY292ZXItbG9zcyIsImxheWVycyI6WyJ0cmVlLWNvdmVyLWxvc3MiXSwib3BhY2l0eSI6MSwidmlzaWJpbGl0eSI6dHJ1ZSwicGFyYW1zIjp7InRocmVzaCI6MzAsInZpc2liaWxpdHkiOnRydWV9fV19,None,"Global Forest Watch (GFW) is an online platform that provides data and tools for monitoring forests. By harnessing cutting-edge technology, GFW allows anyone to access near real-time information about where and how forests are changing around the world.",VNP14IMGTDL_NRT,https://dx.doi.org/10.5067/FIRMS/VIIRS/VNP14IMGT_NRT.003,Research,111-0002-2849-1111,,,this is a good annotation,111-0002-2849-1111,,,topic/Fires.jpg,Lightning
Fires,Global Wildfire Information System - Current Situation Viewer,https://gwis.jrc.ec.europa.eu/static/gwis_current_situation/public/index.html,None,The Global Wildfire Information System (GWIS) aims at bringing together existing information sources at regional and national level in order to provide a comprehensive view and evaluation of fire regimes and fire effects at global level and to provide tools to support operational wildfire management from national to global scales,MCD14DL,https://dx.doi.org/10.5067/FIRMS/MODIS/MCD14DL.NRT.006,Research,9020-0003-9403-1032,,,this is a good annotation,9020-0003-9403-1032,,,topic/Fires.jpg,Lightning
Floods,HEC-HMS,https://www.hec.usace.army.mil/software/hec-hms/,None,"The Hydrologic Modeling System (HEC-HMS) is designed to simulate the complete hydrologic processes of dendritic watershed systems. The software includes many traditional hydrologic analysis procedures such as event infiltration, unit hydrographs, and hydrologic routing.",Kennebunk Water Quality and Phytoplankton Monitoring Program,https://cmr.earthdata.nasa.gov:443/search/concepts/C1214622399-SCIOPS/5,Research,9020-0003-9403-1032,111-0002-2849-1111,,this is a good annotation,9020-0003-9403-1032,,,topic/Floods.jpg,Lightning
Floods,HEC-HMS,https://www.hec.usace.army.mil/software/hec-hms/,None,"The Hydrologic Modeling System (HEC-HMS) is designed to simulate the complete hydrologic processes of dendritic watershed systems. The software includes many traditional hydrologic analysis procedures such as event infiltration, unit hydrographs, and hydrologic routing.",Shellfish Sanitation Water Quality Monitoring,https://cmr.earthdata.nasa.gov:443/search/concepts/C1214622419-SCIOPS/3,Research,9020-0003-9403-1032,111-0002-2849-1111,,this is a good annotation,111-0002-2849-1111,,,topic/Floods.jpg,Lightning
Floods,Global Flood Monitoring,http://flood.umd.edu/,None,The GFMS is a NASA-funded experimental system using real-time TRMM Multi-satellite Precipitation Analysis (TMPA) and Global Precipitation Measurement (GPM) Integrated Multi-Satellite Retrievals for GPM (IMERG) precipitation information as input to a quasi-global (50¬∞N - 50¬∞S) hydrological runoff and routing model running on a 1/8th degree latitude/longitude grid.,"Debris Flows and Floods in Southeastern Arizona from Extreme Precipitation in July 2006-Magnitude, Frequency, and Sediment Delivery",https://cmr.earthdata.nasa.gov:443/search/concepts/C1214591268-SCIOPS/4,Research,9020-0003-9403-1032,111-0002-2849-1111,,this is a good annotation,111-0002-2849-1111,,,topic/Floods.jpg,Lightning
Floods,Global Flood Monitoring,http://flood.umd.edu/,None,The GFMS is a NASA-funded experimental system using real-time TRMM Multi-satellite Precipitation Analysis (TMPA) and Global Precipitation Measurement (GPM) Integrated Multi-Satellite Retrievals for GPM (IMERG) precipitation information as input to a quasi-global (50¬∞N - 50¬∞S) hydrological runoff and routing model running on a 1/8th degree latitude/longitude grid.,FEMA Digital Q3 Flood Data,https://cmr.earthdata.nasa.gov/search/concepts/C1214613424-SCIOPS/8,unclassified,9020-0003-9403-1032,111-0002-2849-1111,,this is a good annotation,111-0002-2849-1111,,,topic/Floods.jpg,Lightning
Floods,The Flood Observatory,https://floodobservatory.colorado.edu/,None,"The Dartmouth Flood Observatory was established in 1993 at Dartmouth College, Hanover, NH USA and moved to the University of Colorado, INSTAAR in 2010.","ABoVE: Fractional Open Water Cover for Pan-Arctic and ABoVE-Domain Regions, 2002-2015",https://cmr.earthdata.nasa.gov:443/search/concepts/C1358859924-ORNL_DAAC/23,unclassified,9020-0003-9403-1032,111-0002-2849-1111,,this is a good annotation,9020-0003-9403-1032,,,topic/Floods.jpg,Lightning
Floods,The Flood Observatory,https://floodobservatory.colorado.edu/,None,"The Dartmouth Flood Observatory was established in 1993 at Dartmouth College, Hanover, NH USA and moved to the University of Colorado, INSTAAR in 2010.","ABoVE: Rain-on-Snow Frequency and Distribution during Cold Seasons, Alaska, 2003-2016",https://cmr.earthdata.nasa.gov:443/search/concepts/C1579375356-ORNL_DAAC/6,unclassified,9020-0003-9403-1032,,,this is a good annotation,9020-0003-9403-1032,,,topic/Floods.jpg,Lightning
Floods,The Flood Observatory,https://floodobservatory.colorado.edu/,None,"The Dartmouth Flood Observatory was established in 1993 at Dartmouth College, Hanover, NH USA and moved to the University of Colorado, INSTAAR in 2010.",AMSR-E/AMSR2 Unified L3 Global Monthly 25 km EASE-Grid Snow Water Equivalent V001,https://cmr.earthdata.nasa.gov:443/search/concepts/C1587883062-NSIDC_ECS/30,Research,9020-0003-9403-1032,4000-0002-2849-1111,TRUE,,9020-0003-9403-1032,,,topic/Floods.jpg,Ozone
Floods,The Flood Observatory,https://floodobservatory.colorado.edu/,None,"The Dartmouth Flood Observatory was established in 1993 at Dartmouth College, Hanover, NH USA and moved to the University of Colorado, INSTAAR in 2010.",GPM Ground Validation Global Flood Monitoring System (GFMS) Flood Maps IFloodS V1,https://cmr.earthdata.nasa.gov:443/search/concepts/C1625128272-GHRC_CLOUD/5,Research,9020-0003-9403-1032,4000-0002-2849-1111,TRUE,,9020-0003-9403-1032,,,topic/Floods.jpg,Earth Radiation Budget
Energy,Coupled Routing and Excess Storage (CREST) Model,https://servirglobal.net/Global/Articles/Article/1105/coupled-routing-and-excess-storage-crest-model,None,"Towards this end, SERVIR and partners developed a raster-based distributed hydrologic model, CREST (Coupled Routing and Excess STorage), for the Nzoia basin, a sub-basin of Lake Victoria‚Äîa service that has since extended to eight countries in East Africa.",Advanced Spaceborne Thermal Emission and Reflection Radiometer (Aster) satellite image data held by the Australian Antarctic Data Centre,https://cmr.earthdata.nasa.gov:443/search/concepts/C1214313130-AU_AADC/7,Research,9020-0003-9403-1032,4000-0002-2849-1111,TRUE,check this again,4000-0002-2849-1111,,,topic/Energy.jpg,Above-ground Biomass
Energy,Coupled Routing and Excess Storage (CREST) Model,https://servirglobal.net/Global/Articles/Article/1105/coupled-routing-and-excess-storage-crest-model,None,"Towards this end, SERVIR and partners developed a raster-based distributed hydrologic model, CREST (Coupled Routing and Excess STorage), for the Nzoia basin, a sub-basin of Lake Victoria‚Äîa service that has since extended to eight countries in East Africa.",An ASTER Digital Elevation Model (DEM) for the Darwin-Hatherton Glacial System,https://cmr.earthdata.nasa.gov:443/search/concepts/C1214591947-SCIOPS/3,Research,9020-0003-9403-1032,4000-0002-2849-1111,TRUE,check this again,9020-0003-9403-1032,,,topic/Energy.jpg,Above-ground Biomass
Energy,Coupled Routing and Excess Storage (CREST) Model,https://servirglobal.net/Global/Articles/Article/1105/coupled-routing-and-excess-storage-crest-model,None,"Towards this end, SERVIR and partners developed a raster-based distributed hydrologic model, CREST (Coupled Routing and Excess STorage), for the Nzoia basin, a sub-basin of Lake Victoria‚Äîa service that has since extended to eight countries in East Africa.",ASTER Global Digital Elevation Model NetCDF V003,https://cmr.earthdata.nasa.gov:443/search/concepts/C1575731655-LPDAAC_ECS/15,Research,9020-0003-9403-1032,4000-0002-2849-1111,TRUE,check this again,9020-0003-9403-1032,,,topic/Energy.jpg,Ozone
Energy,Coupled Routing and Excess Storage (CREST) Model,https://servirglobal.net/Global/Articles/Article/1105/coupled-routing-and-excess-storage-crest-model,None,"Towards this end, SERVIR and partners developed a raster-based distributed hydrologic model, CREST (Coupled Routing and Excess STorage), for the Nzoia basin, a sub-basin of Lake Victoria‚Äîa service that has since extended to eight countries in East Africa.","Debris Flows and Floods in Southeastern Arizona from Extreme Precipitation in July 2006-Magnitude, Frequency, and Sediment Delivery",https://cmr.earthdata.nasa.gov:443/search/concepts/C1214591268-SCIOPS/4,Research,9020-0003-9403-1032,4000-0002-2849-1111,TRUE,check this again,9020-0003-9403-1032,,,topic/Energy.jpg,Above-ground Biomass
Air Quality,Automating the Detection of Landslides | NASA Global Precipitation Measurement Mission,https://gpm.nasa.gov/applications/disasters/automating-detection-landslides,None,"The Sudden Landslide Identification Product (SLIP) combs through Earth imagery and analyzes consecutive images of the same location to spot changes in soil moisture, muddiness, and other surface features.",An ASTER Digital Elevation Model (DEM) for the Darwin-Hatherton Glacial System,https://cmr.earthdata.nasa.gov:443/search/concepts/C1214591947-SCIOPS/3,Research,9020-0003-9403-1032,4000-0002-2849-1111,TRUE,check this again,111-0002-2849-1111,,,topic/Air Quality.jpg,Above-ground Biomass
Air Quality,Automating the Detection of Landslides | NASA Global Precipitation Measurement Mission,https://gpm.nasa.gov/applications/disasters/automating-detection-landslides,None,"The Sudden Landslide Identification Product (SLIP) combs through Earth imagery and analyzes consecutive images of the same location to spot changes in soil moisture, muddiness, and other surface features.",ASTER Global Digital Elevation Model NetCDF V003,https://cmr.earthdata.nasa.gov:443/search/concepts/C1575731655-LPDAAC_ECS/15,"[Software, Research]",9020-0003-9403-1032,4000-0002-2849-1111,TRUE,check this again,111-0002-2849-1111,,,topic/Air Quality.jpg,Above-ground Biomass
Air Quality,Automating the Detection of Landslides | NASA Global Precipitation Measurement Mission,https://gpm.nasa.gov/applications/disasters/automating-detection-landslides,None,"The Sudden Landslide Identification Product (SLIP) combs through Earth imagery and analyzes consecutive images of the same location to spot changes in soil moisture, muddiness, and other surface features.",Frequency of lanslides triggered by earthquakes,https://cmr.earthdata.nasa.gov:443/search/concepts/C1214605286-SCIOPS/3,"[Software, Research]",9020-0003-9403-1032,4000-0002-2849-1111,TRUE,check this again,111-0002-2849-1111,,,topic/Air Quality.jpg,Above-ground Biomass
Landslides,Landslides | NASA Global Precipitation Measurement Mission,https://gpm.nasa.gov/applications/landslides#modelingandreportinglandslides,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1002/2017EF000715,The global Landslide Hazard Assessment for Situational Awareness (LHASA) model was developed to provide situational awareness of landslide hazards for a wide range of users.,GPM IMERG Early Precipitation L3 1 day 0.1 degree x 0.1 degree V06 (GPM_3IMERGDE) at GES DISC,https://cmr.earthdata.nasa.gov:443/search/concepts/C1598621097-GES_DISC/21,"[Software, Research]",9020-0003-9403-1032,4000-0002-2849-1111,TRUE,check this again,111-0002-2849-1111,,,topic/Landslides.jpg,Above-ground Biomass
Landslides,Landslides | NASA Global Precipitation Measurement Mission,https://gpm.nasa.gov/applications/landslides#modelingandreportinglandslides,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1002/2017EF000715,The global Landslide Hazard Assessment for Situational Awareness (LHASA) model was developed to provide situational awareness of landslide hazards for a wide range of users.,GPM IMERG Early Precipitation L3 Half Hourly 0.1 degree x 0.1 degree V06 (GPM_3IMERGHHE) at GES DISC,https://cmr.earthdata.nasa.gov:443/search/concepts/C1598621094-GES_DISC/24,"[Software, Research]",9020-0003-9403-1032,4000-0002-2849-1111,TRUE,check this again,111-0002-2849-1111,,,topic/Landslides.jpg,Above-ground Biomass
Landslides,Landslides | NASA Global Precipitation Measurement Mission,https://gpm.nasa.gov/applications/landslides#modelingandreportinglandslides,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1002/2017EF000715,The global Landslide Hazard Assessment for Situational Awareness (LHASA) model was developed to provide situational awareness of landslide hazards for a wide range of users.,Land/Sea static mask relevant to IMERG precipitation 0.1x0.1 degree V2 (GPM_IMERG_LandSeaMask) at GES DISC,https://cmr.earthdata.nasa.gov:443/search/concepts/C1617332035-GES_DISC/6,"[Software, Research]",9020-0003-9403-1032,4000-0002-2849-1111,TRUE,check this again,9020-0003-9403-1032,,,topic/Landslides.jpg,Above-ground Biomass
Water Resources,G-REALM - Home,https://ipad.fas.usda.gov/cropexplorer/global_reservoir/,None,"The U.S. Department of Agriculture's Foreign Agricultural Service (USDA-FAS), in co-operation with the National Aeronautics and Space Administration, and the University of Maryland, are routinely monitoring lake and reservoir height variations for many large lakes around the world.",A Digital Elevation Model of Heard Island derived from TerraSAR satellite imagery,https://cmr.earthdata.nasa.gov:443/search/concepts/C1214313516-AU_AADC/7,"[Software, Research]",9020-0003-9403-1032,4000-0002-2849-1111,TRUE,check this again,9020-0003-9403-1032,,,topic/Water Resources.jpg,Above-ground Biomass
Water Resources,G-REALM - Home,https://ipad.fas.usda.gov/cropexplorer/global_reservoir/,None,"The U.S. Department of Agriculture's Foreign Agricultural Service (USDA-FAS), in co-operation with the National Aeronautics and Space Administration, and the University of Maryland, are routinely monitoring lake and reservoir height variations for many large lakes around the world.","ABoVE: Active Layer Thickness Derived from Airborne L- and P-band SAR, Alaska, 2017",https://cmr.earthdata.nasa.gov:443/search/concepts/C1619764929-ORNL_DAAC/3,"[Software, Research]",9020-0003-9403-1032,4000-0002-2849-1111,TRUE,check this again,9020-0003-9403-1032,,,topic/Water Resources.jpg,Above-ground Biomass
